net,length_um
_22832_,13.44
_09088_,13.43
_01344_,13.42
_01587_,13.42
_02163_,13.42
_03097_,13.42
_04402_,13.42
_06692_,13.42
_09620_,13.42
_11220_,13.42
_13426_,13.42
_13754_,13.42
_14279_,13.42
_17294_,13.42
_18305_,13.42
_19738_,13.42
_20398_,13.42
_21003_,13.42
_21074_,13.42
_24759_,13.42
_04702_,13.415
_08143_,13.41
_05862_,13.4
_10928_,13.4
_11432_,13.4
_12295_,13.4
_14151_,13.4
_15929_,13.4
_16100_,13.4
_01422_,13.38
_02758_,13.38
_03652_,13.38
_03761_,13.38
_05254_,13.38
_06194_,13.38
_07598_,13.38
_08600_,13.38
_09946_,13.38
_11095_,13.38
_14106_,13.38
_16395_,13.38
_16871_,13.38
_17167_,13.38
_20449_,13.38
_23069_,13.38
_15370_,13.37
B_flat[235],13.36
_05180_,13.36
_19938_,13.36
_21718_,13.36
net347,13.36
_11008_,13.35
_24144_,13.35
_00893_,13.34
_02017_,13.34
_07213_,13.34
_07946_,13.34
_11124_,13.34
_11489_,13.34
_12577_,13.34
_13982_,13.34
_13984_,13.34
_13994_,13.34
_14530_,13.34
_14805_,13.34
_19477_,13.34
_20809_,13.34
_21944_,13.34
_22241_,13.34
_22317_,13.34
B_flat[15],13.32
B_flat[222],13.32
_03554_,13.32
_06022_,13.32
_12428_,13.32
_19016_,13.32
_00814_,13.3
_02346_,13.3
_02719_,13.3
_03000_,13.3
_03130_,13.3
_03986_,13.3
_05228_,13.3
_06734_,13.3
_08057_,13.3
_09523_,13.3
_09585_,13.3
_09980_,13.3
_12945_,13.3
_14888_,13.3
_15473_,13.3
_16266_,13.3
_16855_,13.3
_17739_,13.3
_18262_,13.3
_20991_,13.3
_24151_,13.3
clknet_leaf_57_clk,13.3
net875,13.3
A_flat[27],13.29
B_flat[93],13.28
_01351_,13.28
_01888_,13.28
_03400_,13.28
_03433_,13.28
_12885_,13.28
_13516_,13.28
_23089_,13.28
_25634_,13.28
net1,13.28
_15851_,13.27
_01704_,13.26
_01706_,13.26
_03556_,13.26
_05455_,13.26
_05611_,13.26
_06466_,13.26
_06695_,13.26
_11025_,13.26
_16327_,13.26
_16513_,13.26
_19487_,13.26
_20060_,13.26
_22437_,13.26
_25811_,13.26
_25829_,13.26
net938,13.26
net994,13.26
_02908_,13.24
_12549_,13.24
_14967_,13.24
_16014_,13.24
_16295_,13.24
_20231_,13.24
_01803_,13.22
_01978_,13.22
_04972_,13.22
_06569_,13.22
_11167_,13.22
_13587_,13.22
_14256_,13.22
_14422_,13.22
_14504_,13.22
_17830_,13.22
_24480_,13.22
_25197_,13.22
_25639_,13.22
_25892_,13.22
net919,13.21
_02176_,13.2
_02905_,13.2
_03158_,13.2
_04395_,13.2
_06928_,13.2
_11009_,13.2
_14795_,13.2
_16667_,13.2
_23077_,13.2
_24138_,13.2
_12617_,13.195
_05111_,13.18
_08893_,13.18
_09399_,13.18
_12896_,13.18
_13725_,13.18
_13830_,13.18
_14147_,13.18
_18981_,13.18
_19328_,13.18
_21894_,13.18
_25178_,13.18
B_flat[0],13.16
B_flat[198],13.16
B_flat[203],13.16
B_flat[22],13.16
B_flat[232],13.16
B_flat[253],13.16
B_flat[29],13.16
B_flat[43],13.16
B_flat[49],13.16
_02603_,13.16
_08754_,13.16
_08872_,13.16
_12699_,13.16
_14510_,13.16
_14767_,13.16
_25652_,13.16
m1.B11\[1\],13.16
_03346_,13.14
_06062_,13.14
_11764_,13.14
_12441_,13.14
_18891_,13.14
_21119_,13.14
_01916_,13.12
_10317_,13.12
_13090_,13.12
_13118_,13.12
_16889_,13.12
_19019_,13.12
_20926_,13.12
_22084_,13.12
_15940_,13.11
_04564_,13.1
_04977_,13.1
_08011_,13.1
_09543_,13.1
_10965_,13.1
_11063_,13.1
_12516_,13.1
_15528_,13.1
_17598_,13.1
_17687_,13.1
_19779_,13.1
_21407_,13.1
_21975_,13.1
_22266_,13.1
_24141_,13.1
_00901_,13.08
_01763_,13.08
_01934_,13.08
_02050_,13.08
_03116_,13.08
_03335_,13.08
_03571_,13.08
_03588_,13.08
_04830_,13.08
_05615_,13.08
_08527_,13.08
_09953_,13.08
_11065_,13.08
_13095_,13.08
_13663_,13.08
_14217_,13.08
_14691_,13.08
_15680_,13.08
_17156_,13.08
_17592_,13.08
_17786_,13.08
_18895_,13.08
_20910_,13.08
_22830_,13.08
_23795_,13.08
_04450_,13.06
_04519_,13.06
_05030_,13.06
_05886_,13.06
_05984_,13.06
_13602_,13.06
_17638_,13.06
_20335_,13.06
_20707_,13.06
_21711_,13.06
_23975_,13.06
_25771_,13.06
_06235_,13.05
_19112_,13.05
_01266_,13.04
_01564_,13.04
_01604_,13.04
_02546_,13.04
_04446_,13.04
_05027_,13.04
_06080_,13.04
_06281_,13.04
_07383_,13.04
_07523_,13.04
_09801_,13.04
_13182_,13.04
_14208_,13.04
_14615_,13.04
_14991_,13.04
_15148_,13.04
_17280_,13.04
_17621_,13.04
_17821_,13.04
_21241_,13.04
_00819_,13.02
_01242_,13.02
_01265_,13.02
_01900_,13.02
_02343_,13.02
_03184_,13.02
_03209_,13.02
_06453_,13.02
_07201_,13.02
_10767_,13.02
_11088_,13.02
_12043_,13.02
_12671_,13.02
_13722_,13.02
_14102_,13.02
_14728_,13.02
_16587_,13.02
_17784_,13.02
_18025_,13.02
_18727_,13.02
_22394_,13.02
_25942_,13.02
_07284_,13.01
_00873_,13
_01769_,13
_03200_,13
_03233_,13
_04535_,13
_07258_,13
_13001_,13
_13140_,13
_14741_,13
_16115_,13
_25763_,13
net1012,13
_06558_,12.995
_06489_,12.99
_16040_,12.99
_17601_,12.99
_02101_,12.985
_01446_,12.98
_04814_,12.98
_05086_,12.98
_09073_,12.98
_09781_,12.98
_09786_,12.98
_11476_,12.98
_14692_,12.98
_20121_,12.98
_20819_,12.98
_22555_,12.98
_22604_,12.98
_23602_,12.98
_02564_,12.96
_02841_,12.96
_04343_,12.96
_05040_,12.96
_06195_,12.96
_07447_,12.96
_08621_,12.96
_09581_,12.96
_10069_,12.96
_10197_,12.96
_10571_,12.96
_12391_,12.96
_13320_,12.96
_15129_,12.96
_15375_,12.96
_15638_,12.96
_18689_,12.96
_22045_,12.96
_22701_,12.96
_23360_,12.96
_23992_,12.96
_24253_,12.96
_24893_,12.96
_01730_,12.94
_04238_,12.94
_07306_,12.94
_12559_,12.94
_20923_,12.94
_22546_,12.94
_24746_,12.94
net319,12.94
_01532_,12.92
_02647_,12.92
_03002_,12.92
_04891_,12.92
_04958_,12.92
_08493_,12.92
_08643_,12.92
_08943_,12.92
_09756_,12.92
_10833_,12.92
_11373_,12.92
_12100_,12.92
_12236_,12.92
_13943_,12.92
_14526_,12.92
_14972_,12.92
_15334_,12.92
_15585_,12.92
_15904_,12.92
_16878_,12.92
_20830_,12.92
_21512_,12.92
_24223_,12.92
_24502_,12.92
_25672_,12.92
_25802_,12.92
_01884_,12.9
_04553_,12.9
_08609_,12.9
_10627_,12.9
_12338_,12.9
_12431_,12.9
_15890_,12.9
_17238_,12.9
clknet_leaf_128_clk,12.9
A_flat[110],12.89
_05108_,12.89
_01654_,12.88
_01826_,12.88
_05081_,12.88
_07711_,12.88
_08433_,12.88
_09432_,12.88
_10647_,12.88
_12533_,12.88
_12545_,12.88
_15968_,12.88
_16647_,12.88
_18138_,12.88
_22285_,12.88
_23221_,12.88
_24185_,12.88
_25075_,12.88
_25150_,12.88
_25406_,12.88
A_flat[108],12.87
B_flat[115],12.86
B_flat[94],12.86
_00790_,12.86
_01055_,12.86
_04745_,12.86
_08009_,12.86
_13667_,12.86
_14502_,12.86
_16128_,12.86
_20545_,12.86
_25812_,12.86
_00333_,12.84
_02004_,12.84
_03018_,12.84
_04392_,12.84
_05200_,12.84
_08894_,12.84
_09618_,12.84
_09800_,12.84
_10733_,12.84
_11939_,12.84
_11994_,12.84
_13227_,12.84
_13487_,12.84
_14150_,12.84
_14810_,12.84
_15010_,12.84
_15416_,12.84
_15540_,12.84
_22170_,12.84
_22218_,12.84
_24016_,12.84
_24752_,12.84
_25130_,12.84
_25792_,12.84
net842,12.84
_03542_,12.83
_05262_,12.83
_04335_,12.82
_07651_,12.82
_10976_,12.82
_13942_,12.82
_16272_,12.82
_19892_,12.815
_03545_,12.8
_04419_,12.8
_07434_,12.8
_08285_,12.8
_09033_,12.8
_09058_,12.8
_09320_,12.8
_09433_,12.8
_09672_,12.8
_10041_,12.8
_10693_,12.8
_17193_,12.8
_17256_,12.8
_17664_,12.8
_21326_,12.8
_22208_,12.8
_23871_,12.8
_25117_,12.795
_17203_,12.78
_21396_,12.78
_00302_,12.76
_06142_,12.76
_06223_,12.76
_06349_,12.76
_06638_,12.76
_09630_,12.76
_10745_,12.76
_15913_,12.76
_19298_,12.76
_19662_,12.76
_20817_,12.76
_21160_,12.76
_24299_,12.76
_24510_,12.76
A_flat[183],12.75
_16851_,12.75
_17461_,12.75
_03822_,12.74
_04100_,12.74
_05623_,12.74
_11413_,12.74
_19829_,12.74
_24068_,12.74
net880,12.74
_15440_,12.73
_20935_,12.73
_14428_,12.725
_03247_,12.72
_03462_,12.72
_07785_,12.72
_14307_,12.72
_15782_,12.72
_24832_,12.72
_25789_,12.72
_04794_,12.715
B_flat[217],12.7
_05047_,12.7
_09787_,12.7
_11987_,12.7
_14925_,12.7
_17201_,12.7
_18328_,12.7
_18538_,12.7
_20712_,12.7
_20855_,12.7
_22336_,12.7
_22815_,12.7
_00590_,12.68
_02370_,12.68
_03344_,12.68
_10295_,12.68
_10345_,12.68
_11742_,12.68
_12433_,12.68
_13103_,12.68
_14455_,12.68
_15229_,12.68
_21207_,12.68
_25614_,12.68
_04114_,12.66
_07765_,12.66
_10055_,12.66
_12612_,12.66
_14011_,12.66
_16409_,12.66
_17599_,12.66
_23689_,12.66
net784,12.66
net928,12.66
_08941_,12.655
_03417_,12.64
_04080_,12.64
_06940_,12.64
_07084_,12.64
_12427_,12.64
_12527_,12.64
_15949_,12.64
_18212_,12.64
_18294_,12.64
_18582_,12.64
_19153_,12.64
_20043_,12.64
_20944_,12.64
_15654_,12.63
_01898_,12.62
_03502_,12.62
_03516_,12.62
_04307_,12.62
_05439_,12.62
_07948_,12.62
_08186_,12.62
_08370_,12.62
_09148_,12.62
_09189_,12.62
_14772_,12.62
_15650_,12.62
_18547_,12.62
_21780_,12.62
_24038_,12.62
_24179_,12.62
_24189_,12.62
_24419_,12.62
_01218_,12.6
_03035_,12.6
_03319_,12.6
_07555_,12.6
_07628_,12.6
_10353_,12.6
_12650_,12.6
_13453_,12.6
_14500_,12.6
_14521_,12.6
_15815_,12.6
_16003_,12.6
_19393_,12.6
_20994_,12.6
_25798_,12.6
_15003_,12.59
_04543_,12.58
_06152_,12.58
_06514_,12.58
_07308_,12.58
_08925_,12.58
_09779_,12.58
_10724_,12.58
_11118_,12.58
_11582_,12.58
_12164_,12.58
_12804_,12.58
_12931_,12.58
_13019_,12.58
_13075_,12.58
_14063_,12.58
_15297_,12.58
_15768_,12.58
_16364_,12.58
_17051_,12.58
_17916_,12.58
_19114_,12.58
_21020_,12.58
_21312_,12.58
_21917_,12.58
_22686_,12.58
_23204_,12.58
_24188_,12.58
_24953_,12.58
_20084_,12.57
_02002_,12.56
_02540_,12.56
_04698_,12.56
_07443_,12.56
_07635_,12.56
_10101_,12.56
_10202_,12.56
_15542_,12.56
_17309_,12.56
_17808_,12.56
_23349_,12.56
_10065_,12.55
_01703_,12.54
_01764_,12.54
_04293_,12.54
_06438_,12.54
_06503_,12.54
_08866_,12.54
_12573_,12.54
_14295_,12.54
_15848_,12.54
_17194_,12.54
_20234_,12.54
_21093_,12.54
_22866_,12.54
_23368_,12.54
net891,12.54
_01484_,12.52
_06437_,12.52
_12906_,12.52
_13218_,12.52
_14100_,12.52
_16883_,12.52
_17103_,12.52
_17653_,12.52
_21760_,12.52
_21946_,12.52
_22189_,12.52
net277,12.52
_11953_,12.51
_03370_,12.5
_04256_,12.5
_04697_,12.5
_07015_,12.5
_09277_,12.5
_10494_,12.5
_10763_,12.5
_12174_,12.5
_13497_,12.5
_17266_,12.5
_18950_,12.5
_19907_,12.5
_20694_,12.5
_21741_,12.5
_22337_,12.5
_22339_,12.5
_23698_,12.5
_02203_,12.48
_07230_,12.48
_09048_,12.48
_13576_,12.48
_21831_,12.48
_23614_,12.48
_24595_,12.48
_16682_,12.47
_09553_,12.46
_13872_,12.46
_15926_,12.46
_17434_,12.46
_20774_,12.46
_22253_,12.46
_22562_,12.46
_22691_,12.46
_22762_,12.46
_25898_,12.46
_14768_,12.45
_00877_,12.44
_01631_,12.44
_03490_,12.44
_04586_,12.44
_04860_,12.44
_09691_,12.44
_13758_,12.44
_13804_,12.44
_23642_,12.44
_00429_,12.43
_09777_,12.43
_14230_,12.43
_20950_,12.43
_01448_,12.42
_02072_,12.42
_03714_,12.42
_03951_,12.42
_04132_,12.42
_04200_,12.42
_04580_,12.42
_04684_,12.42
_04870_,12.42
_05583_,12.42
_06222_,12.42
_08125_,12.42
_09411_,12.42
_14122_,12.42
_14188_,12.42
_14563_,12.42
_16955_,12.42
_18301_,12.42
_20690_,12.42
_22567_,12.42
_25190_,12.42
B_flat[158],12.4
B_flat[199],12.4
_03655_,12.4
_17213_,12.4
_25664_,12.4
_01672_,12.38
_01675_,12.38
_06843_,12.38
_07151_,12.38
_09744_,12.38
_10221_,12.38
_10260_,12.38
_10396_,12.38
_11875_,12.38
_14607_,12.38
_17723_,12.38
_17726_,12.38
_19038_,12.38
_19074_,12.38
_24095_,12.38
_25471_,12.38
_03378_,12.375
_06234_,12.36
_13007_,12.36
_13475_,12.36
_14300_,12.36
_16903_,12.36
_17692_,12.36
_25430_,12.36
_25196_,12.35
_02104_,12.34
_06746_,12.34
_09343_,12.34
_10075_,12.34
_12187_,12.34
_12243_,12.34
_13826_,12.34
_15329_,12.34
_16216_,12.34
_17358_,12.34
_20528_,12.34
_21173_,12.34
_22081_,12.34
_22886_,12.34
_25854_,12.34
_20769_,12.325
_02102_,12.32
_03749_,12.32
_04560_,12.32
_06736_,12.32
_10312_,12.32
_25886_,12.31
_00295_,12.3
_00804_,12.3
_02745_,12.3
_04178_,12.3
_04721_,12.3
_05649_,12.3
_07086_,12.3
_10283_,12.3
_11050_,12.3
_16054_,12.3
_17438_,12.3
_00080_,12.28
_01112_,12.28
_01936_,12.28
_04055_,12.28
_05392_,12.28
_06951_,12.28
_07990_,12.28
_09236_,12.28
_16120_,12.28
_23573_,12.28
_24230_,12.28
_23973_,12.27
_01440_,12.26
_01967_,12.26
_03544_,12.26
_03713_,12.26
_05699_,12.26
_06417_,12.26
_08606_,12.26
_09011_,12.26
_10383_,12.26
_13067_,12.26
_13881_,12.26
_14078_,12.26
_14215_,12.26
_15005_,12.26
_18033_,12.26
_19164_,12.26
_20185_,12.26
_24514_,12.26
_25379_,12.26
A_flat[34],12.25
_05092_,12.25
_06699_,12.25
_16362_,12.25
B_flat[19],12.24
B_flat[245],12.24
B_flat[247],12.24
B_flat[24],12.24
B_flat[254],12.24
B_flat[33],12.24
B_flat[37],12.24
B_flat[38],12.24
B_flat[3],12.24
B_flat[44],12.24
B_flat[45],12.24
B_flat[47],12.24
B_flat[51],12.24
B_flat[54],12.24
_04269_,12.24
_06465_,12.24
_07466_,12.24
_08140_,12.24
_10596_,12.24
_17367_,12.24
_18397_,12.24
_20983_,12.24
_21227_,12.24
_25340_,12.24
_25816_,12.24
_02638_,12.22
_02779_,12.22
_06326_,12.22
_06412_,12.22
_12556_,12.22
_12840_,12.22
_15828_,12.22
_16016_,12.22
_17500_,12.22
_20365_,12.22
_21477_,12.22
_21746_,12.22
_22183_,12.22
_24367_,12.22
_24377_,12.22
_25004_,12.22
_25089_,12.22
_09345_,12.215
A_flat[159],12.21
A_flat[169],12.21
_02590_,12.2
_06759_,12.2
_07784_,12.2
_09447_,12.2
_11542_,12.2
_12692_,12.2
_14365_,12.2
_15269_,12.2
_17069_,12.2
_19290_,12.2
_20399_,12.2
_21088_,12.2
_01540_,12.18
_01619_,12.18
_03712_,12.18
_04547_,12.18
_07995_,12.18
_10774_,12.18
_11004_,12.18
_11428_,12.18
_12943_,12.18
_13313_,12.18
_14193_,12.18
_16318_,12.18
_18064_,12.18
_20349_,12.18
_20795_,12.18
_24348_,12.18
_24435_,12.18
_07552_,12.175
B_flat[161],12.16
_01044_,12.16
_01125_,12.16
_01950_,12.16
_02025_,12.16
_03785_,12.16
_03973_,12.16
_05239_,12.16
_05251_,12.16
_07444_,12.16
_08396_,12.16
_14270_,12.16
_14336_,12.16
_19044_,12.16
_20397_,12.16
_20530_,12.16
_20660_,12.16
_22167_,12.16
_24775_,12.16
_25531_,12.16
net26,12.16
_18903_,12.15
_01432_,12.14
_03196_,12.14
_04063_,12.14
_04093_,12.14
_04625_,12.14
_04831_,12.14
_05361_,12.14
_09129_,12.14
_09295_,12.14
_13456_,12.14
_13566_,12.14
_15836_,12.14
_16359_,12.14
_19043_,12.14
_22054_,12.14
_23280_,12.14
_25143_,12.14
_10677_,12.13
_21700_,12.13
_00386_,12.12
_00859_,12.12
_02019_,12.12
_02690_,12.12
_03358_,12.12
_03467_,12.12
_05861_,12.12
_06224_,12.12
_07582_,12.12
_07595_,12.12
_10548_,12.12
_12308_,12.12
_13017_,12.12
_14203_,12.12
_14512_,12.12
_14574_,12.12
_14796_,12.12
_15407_,12.12
_15578_,12.12
_16631_,12.12
_21116_,12.12
_23431_,12.12
_23841_,12.12
_25661_,12.12
_03977_,12.115
_03567_,12.1
_07939_,12.1
_09273_,12.1
_12202_,12.1
_13057_,12.1
_16766_,12.1
_16917_,12.1
_18719_,12.1
_19000_,12.1
_23189_,12.1
_04180_,12.095
_10949_,12.095
_21442_,12.09
_00617_,12.08
_03067_,12.08
_05720_,12.08
_13392_,12.08
_13478_,12.08
_14417_,12.08
_16090_,12.08
_18552_,12.08
_18899_,12.08
_23729_,12.08
_01232_,12.06
_03072_,12.06
_04389_,12.06
_04716_,12.06
_09679_,12.06
_10525_,12.06
_10994_,12.06
_11472_,12.06
_13974_,12.06
_15763_,12.06
_22433_,12.06
net284,12.06
_01478_,12.04
_02805_,12.04
_03976_,12.04
_04000_,12.04
_04374_,12.04
_08448_,12.04
_10130_,12.04
_10145_,12.04
_11224_,12.04
_13809_,12.04
_14374_,12.04
_15322_,12.04
_15889_,12.04
_17507_,12.04
_18096_,12.04
_20844_,12.04
_20927_,12.04
_23192_,12.04
_24472_,12.04
_01688_,12.03
_24133_,12.03
_02416_,12.02
_06210_,12.02
_08531_,12.02
_14382_,12.02
_15160_,12.02
_20032_,12.02
_20595_,12.02
net819,12.02
_01031_,12
_02417_,12
_03365_,12
_03715_,12
_04771_,12
_06396_,12
_06604_,12
_06995_,12
_10427_,12
_11620_,12
_12347_,12
_13537_,12
_14349_,12
_14766_,12
_14970_,12
_15016_,12
_15337_,12
_15859_,12
_17690_,12
_21806_,12
_23865_,12
_24198_,12
_02099_,11.98
_02327_,11.98
_03954_,11.98
_06125_,11.98
_10723_,11.98
_11005_,11.98
_14095_,11.98
_15502_,11.98
_17363_,11.98
_19902_,11.98
_19945_,11.98
_20619_,11.98
_21926_,11.98
_22586_,11.98
_23935_,11.98
_03775_,11.97
_16065_,11.97
_05153_,11.96
_06343_,11.96
_06447_,11.96
_10215_,11.96
_10435_,11.96
_11967_,11.96
_12529_,11.96
_14789_,11.96
_16186_,11.96
_17656_,11.96
_18672_,11.96
_20832_,11.96
_21622_,11.96
_22787_,11.96
_23845_,11.96
_23948_,11.96
_25065_,11.96
_25699_,11.96
_10147_,11.95
B_flat[25],11.94
_04235_,11.94
_05665_,11.94
_08326_,11.94
_10606_,11.94
_17442_,11.94
_17661_,11.94
_01849_,11.93
B_flat[205],11.92
_01927_,11.92
_02152_,11.92
_02911_,11.92
_02918_,11.92
_03282_,11.92
_04210_,11.92
_04274_,11.92
_06739_,11.92
_07228_,11.92
_08109_,11.92
_10787_,11.92
_11652_,11.92
_16825_,11.92
_17789_,11.92
_20953_,11.92
_22351_,11.92
_24617_,11.92
_24966_,11.92
_18680_,11.91
_03592_,11.9
_11876_,11.9
_14109_,11.9
_17596_,11.9
_20358_,11.9
_23630_,11.9
_15399_,11.89
_01644_,11.88
_04945_,11.88
_05072_,11.88
_09503_,11.88
_10873_,11.88
_11687_,11.88
_13527_,11.88
_14490_,11.88
_15529_,11.88
_15813_,11.88
_16146_,11.88
_16588_,11.88
_19102_,11.88
_20782_,11.88
_21179_,11.88
_24155_,11.88
A_flat[184],11.87
_03482_,11.86
_08538_,11.86
_09849_,11.86
_17550_,11.86
_20376_,11.86
_00023_,11.85
_01080_,11.85
_00596_,11.84
_01416_,11.84
_01574_,11.84
_05595_,11.84
_07011_,11.84
_09259_,11.84
_15640_,11.84
_16131_,11.84
_20407_,11.84
_23123_,11.84
A_flat[35],11.83
_13145_,11.83
_03396_,11.82
_08807_,11.82
_10229_,11.82
_11571_,11.82
_11740_,11.82
_12285_,11.82
_12918_,11.82
_16080_,11.82
_23439_,11.82
_24373_,11.82
_14038_,11.81
_01459_,11.8
_02627_,11.8
_02858_,11.8
_03353_,11.8
_04222_,11.8
_07112_,11.8
_08946_,11.8
_10539_,11.8
_13583_,11.8
_14060_,11.8
_15621_,11.8
_15780_,11.8
_16165_,11.8
_17529_,11.8
_20192_,11.8
_21744_,11.8
_22597_,11.8
_23701_,11.8
_24341_,11.8
A_flat[56],11.79
_21209_,11.785
B_flat[101],11.78
B_flat[11],11.78
B_flat[123],11.78
B_flat[13],11.78
B_flat[223],11.78
B_flat[228],11.78
B_flat[231],11.78
B_flat[238],11.78
B_flat[27],11.78
B_flat[4],11.78
B_flat[53],11.78
B_flat[5],11.78
B_flat[60],11.78
B_flat[62],11.78
B_flat[88],11.78
_01994_,11.78
_04075_,11.78
_04497_,11.78
_04901_,11.78
_04991_,11.78
_10132_,11.78
_11310_,11.78
_12150_,11.78
_13054_,11.78
_14186_,11.78
_15111_,11.78
_16408_,11.78
_25322_,11.78
_01611_,11.76
_02849_,11.76
_03469_,11.76
_08233_,11.76
_09518_,11.76
_10863_,11.76
_11613_,11.76
_12601_,11.76
_13192_,11.76
_13520_,11.76
_14439_,11.76
_14491_,11.76
_15247_,11.76
_16410_,11.76
_17370_,11.76
_18933_,11.76
_21597_,11.76
_22247_,11.76
_23127_,11.76
_24214_,11.76
_24265_,11.76
_25304_,11.76
_25805_,11.76
_24446_,11.75
_13988_,11.745
_00565_,11.74
_04492_,11.74
_04565_,11.74
_07401_,11.74
_07487_,11.74
_08015_,11.74
_08543_,11.74
_08919_,11.74
_09469_,11.74
_13496_,11.74
_13598_,11.74
_13879_,11.74
_15567_,11.74
_15752_,11.74
_16067_,11.74
_19556_,11.74
_20040_,11.74
_20964_,11.74
_22625_,11.74
_24410_,11.74
_24768_,11.74
_01959_,11.72
_05273_,11.72
_06336_,11.72
_08408_,11.72
_10838_,11.72
_12475_,11.72
_13124_,11.72
_15683_,11.72
_15945_,11.72
_17088_,11.72
_17325_,11.72
_18103_,11.72
_19380_,11.72
_21844_,11.72
_22199_,11.72
_25620_,11.72
_25627_,11.72
_25110_,11.71
_01837_,11.7
_01965_,11.7
_02245_,11.7
_03331_,11.7
_06508_,11.7
_07110_,11.7
_08956_,11.7
_10493_,11.7
_12214_,11.7
_12752_,11.7
_15255_,11.7
_17207_,11.7
_19981_,11.7
_21097_,11.7
_21910_,11.7
_22131_,11.7
_22160_,11.7
_23194_,11.7
_23329_,11.7
_25056_,11.7
_25321_,11.7
net85,11.7
net304,11.7
_13993_,11.695
_14387_,11.69
_02892_,11.68
_04190_,11.68
_04647_,11.68
_04840_,11.68
_07442_,11.68
_09533_,11.68
_10461_,11.68
_11151_,11.68
_13863_,11.68
_14695_,11.68
_20216_,11.68
_23163_,11.68
_25725_,11.68
_01687_,11.66
_02310_,11.66
_03138_,11.66
_05265_,11.66
_06389_,11.66
_07089_,11.66
_07974_,11.66
_09349_,11.66
_11528_,11.66
_14236_,11.66
_15070_,11.66
_15359_,11.66
_15673_,11.66
_16018_,11.66
_16634_,11.66
_16835_,11.66
_17831_,11.66
_20006_,11.66
_10135_,11.655
_07331_,11.64
_11019_,11.64
_12748_,11.64
_12810_,11.64
_13162_,11.64
_13449_,11.64
_16640_,11.64
_17089_,11.64
_17768_,11.64
_20901_,11.64
_21885_,11.64
_21995_,11.64
_22953_,11.64
_24200_,11.64
_25643_,11.64
_04839_,11.63
_05369_,11.62
_07970_,11.62
_08032_,11.62
_08506_,11.62
_10036_,11.62
_11328_,11.62
_11700_,11.62
_13189_,11.62
_13360_,11.62
_14437_,11.62
_17790_,11.62
_17894_,11.62
_18104_,11.62
_18287_,11.62
_19005_,11.62
_19192_,11.62
_21105_,11.62
_22288_,11.62
_23345_,11.62
_23657_,11.62
_25919_,11.62
_07165_,11.615
_10060_,11.615
_13498_,11.61
B_flat[237],11.6
B_flat[242],11.6
B_flat[48],11.6
_03658_,11.6
_04139_,11.6
_09208_,11.6
_11626_,11.6
_18833_,11.6
_19162_,11.6
_01955_,11.58
_02044_,11.58
_02572_,11.58
_02602_,11.58
_02980_,11.58
_03662_,11.58
_03897_,11.58
_05870_,11.58
_05925_,11.58
_07433_,11.58
_07726_,11.58
_08364_,11.58
_09575_,11.58
_10971_,11.58
_11156_,11.58
_12390_,11.58
_12968_,11.58
_13112_,11.58
_13510_,11.58
_14043_,11.58
_14628_,11.58
_16245_,11.58
_16977_,11.58
_17197_,11.58
_19698_,11.58
_20493_,11.58
_20496_,11.58
_21330_,11.58
_21770_,11.58
_22282_,11.58
_23577_,11.58
_23882_,11.58
_24391_,11.58
_25958_,11.58
net213,11.58
_07418_,11.56
_12599_,11.56
_15864_,11.56
_16963_,11.56
_17276_,11.56
_17292_,11.56
_17342_,11.56
_22100_,11.56
_22731_,11.56
_23806_,11.56
net913,11.56
_01891_,11.54
_04667_,11.54
_06232_,11.54
_06452_,11.54
_10653_,11.54
_12197_,11.54
_12595_,11.54
_12915_,11.54
_14902_,11.54
_15631_,11.54
_17640_,11.54
_17680_,11.54
_19007_,11.54
_19212_,11.54
_20415_,11.54
_22675_,11.54
_24112_,11.54
_24801_,11.54
_25552_,11.54
_25779_,11.54
_11787_,11.53
_01972_,11.52
_06411_,11.52
_09883_,11.52
_10843_,11.52
_14656_,11.52
_18992_,11.52
_21985_,11.52
_24834_,11.52
A_flat[207],11.51
_01786_,11.5
_02751_,11.5
_03239_,11.5
_04135_,11.5
_04770_,11.5
_05337_,11.5
_06240_,11.5
_06810_,11.5
_07737_,11.5
_08216_,11.5
_09176_,11.5
_10663_,11.5
_11072_,11.5
_11287_,11.5
_12848_,11.5
_13367_,11.5
_14172_,11.5
_15471_,11.5
_16130_,11.5
_16705_,11.5
_18219_,11.5
_22333_,11.5
_22559_,11.5
_23798_,11.5
_24407_,11.5
net305,11.5
A_flat[230],11.49
_17451_,11.49
_19310_,11.49
B_flat[162],11.48
B_flat[227],11.48
B_flat[84],11.48
B_flat[98],11.48
_04133_,11.48
_04559_,11.48
_23672_,11.48
_08020_,11.47
_11591_,11.47
_14513_,11.47
_19186_,11.47
_24152_,11.47
_01279_,11.46
_02754_,11.46
_04768_,11.46
_05781_,11.46
_06266_,11.46
_06684_,11.46
_06979_,11.46
_07999_,11.46
_08651_,11.46
_11237_,11.46
_12386_,11.46
_13065_,11.46
_14306_,11.46
_15344_,11.46
_16832_,11.46
_17293_,11.46
_17660_,11.46
_21181_,11.46
_21870_,11.46
_22161_,11.46
_22363_,11.46
_23878_,11.46
_23952_,11.46
_00584_,11.44
_01208_,11.44
_03284_,11.44
_04524_,11.44
_05220_,11.44
_06010_,11.44
_16659_,11.44
_22278_,11.44
net603,11.44
